,note_name,start_time,duration,velocity,chord
54,D5,8.316378162450066,0.10918774966711052,97,G-7
55,A#4,8.576031957390146,0.07723035952063914,101,G-7
56,B4,8.6745672436751,0.09320905459387484,94,G-7
57,G4,8.822370173102529,0.08655126498002663,96,G-7
58,G#4,8.93288948069241,0.085219707057257,97,G-7
59,D5,9.099334221038616,0.0758988015978695,96,C7
60,A#4,9.19520639147803,0.20239680426098536,93,C7
61,G4,9.841011984021305,0.02929427430093209,100,C7
62,A#4,9.890279627163782,0.085219707057257,102,C7
63,D5,9.983488681757656,0.09187749667110519,91,C7
64,F5,10.091344873501997,0.11318242343541944,113,A-7
65,E5,10.229826897470039,0.09720372836218376,102,A-7
66,G5,10.343009320905459,0.1051930758988016,111,A-7
67,A#5,10.468175765645805,0.11717709720372836,102,A-7
68,D6,10.611984021304925,0.11318242343541944,104,A-7
69,C6,10.739813581890813,0.04660452729693742,104,A-7
70,D6,10.790412782956059,0.05725699067909454,103,A-7
71,C6,10.854327563249003,0.05059920106524634,103,A-7
72,B5,10.920905459387482,0.0492676431424767,102,A-7
73,A#5,10.983488681757658,0.03595206391478029,96,A-7
74,G5,11.030093209054593,0.03062583222370173,102,D-7
75,E5,11.0780292942743,0.03462050599201065,96,D-7
76,C#5,11.124633821571239,0.06657789613848203,95,D-7
77,C5,11.211185086551266,0.08921438082556592,99,D-7
78,A5,11.37762982689747,0.09187749667110519,105,D-7
79,E5,11.496138482023968,0.09320905459387484,96,D-7
80,C5,11.622636484687083,0.05992010652463382,96,D-7
81,B4,11.686551264980027,0.023968042609853527,98,D-7
82,A#4,11.723834886817576,0.11051930758988016,95,D-7
83,G#4,11.875632490013315,0.08921438082556592,105,D-7
84,A4,12.00213049267643,0.05858854860186418,93,G7
85,C5,12.112649800266313,0.07856191744340879,91,G7
86,G5,12.225832223701731,0.10652463382157124,102,G7
87,E5,12.361651131824233,0.10652463382157124,94,G7
88,F5,12.48282290279627,0.10386151797603196,100,G7
89,A5,12.618641810918776,0.08388814913448735,104,G7
90,C6,12.731824234354194,0.11051930758988016,101,G7
91,E6,12.880958721704394,0.08255659121171771,90,G7
92,F6,13.047403462050598,0.037283621837549935,86,G7
93,G6,13.109986684420774,0.17976031957390146,92,G7
94,D#6,13.37363515312916,0.0426098535286285,99,G7
95,E6,13.422902796271638,0.07989347536617843,92,G7
96,A#5,13.582689747003995,0.06790945406125166,95,G7
97,B5,13.66790945406125,0.07323568575233022,96,G7
98,G5,13.805059920106524,0.16511318242343542,97,G7
99,A5,14.026098535286286,0.13981358189081225,98,G-7
100,F5,14.23115845539281,0.15312916111850866,99,G-7
101,D5,14.461517976031958,0.14647137150466044,96,G-7
102,B4,14.713182423435418,0.10785619174434088,98,G-7
103,G4,14.9728362183755,0.06258322237017311,101,G-7
104,E5,15.08468708388815,0.16910785619174434,95,C7
105,C5,15.798402130492677,0.05059920106524634,107,B7
106,D5,15.85832223701731,0.02529960053262317,102,B7
107,C5,15.89960053262317,0.03994673768308921,102,B7
108,B4,15.96085219707057,0.07190412782956059,105,B7
109,A#4,16.056724367509986,0.09454061251664447,104,Bbj7
